"","HSHD_NUM","Spending_2016","Spending_2017","Change","Trend","Spending","Units","Units_2016","Units_2017"
"3741",372,4918.04,5733.88,815.84,"increase",10651.92,3796,1812,1984
"3742",427,3.99,0,-3.99,"increase",3.99,1,1,0
"3743",510,6553.31,6449.48,-103.83,"increase",13002.79,5622,2866,2756
"3744",579,2481.95,3218.81,736.86,"increase",5700.76,1983,947,1036
"3745",700,8092.43,4447.12,-3645.31,"increase",12539.55,5378,3439,1939
"3746",842,3027.63,3937.6,909.97,"increase",6965.23,3181,1408,1773
"3747",1232,3593.05,4012.74,419.69,"increase",7605.79,3104,1502,1602
"3748",1245,3493.08,1647.29,-1845.79,"increase",5140.37,2618,1626,992
"3749",1537,14176.73,13471.65,-705.08,"increase",27648.38,8189,4193,3996
"3750",1625,2351.51,3079.82,728.31,"increase",5431.33,2115,885,1230
"3751",1753,30.89,87.17,56.28,"increase",118.06,38,10,28
"3752",2068,2538.47,1856.56,-681.91,"increase",4395.03,1311,758,553
"3753",2271,60.69,86.02,25.33,"increase",146.71,72,24,48
"3754",2316,0,21.06,21.06,"increase",21.06,8,0,8
"3755",2478,2322.23,2599.11,276.88,"increase",4921.34,1670,793,877
"3756",2655,5784.1,4813.58,-970.52,"increase",10597.68,3414,1728,1686
"3757",2666,3364.85,5270.8,1905.95,"increase",8635.65,3700,1446,2254
"3758",2727,3906.47,3373.35,-533.12,"increase",7279.82,4023,2070,1953
"3759",2749,5684.19,7225.37,1541.18,"increase",12909.56,4917,2291,2626
"3760",2758,3607.72,4143.69,535.97,"increase",7751.41,2438,1231,1207
"3761",2985,2408.68,1322.73,-1085.95,"increase",3731.41,1087,703,384
"3762",2989,4287.95,2084.75,-2203.2,"increase",6372.7,2774,1748,1026
"3763",3223,13.99,0,-13.99,"increase",13.99,1,1,0
"3764",3296,3555.82,2969.46,-586.36,"increase",6525.28,2966,1666,1300
"3765",3436,3619,2727.16,-891.84,"increase",6346.16,1886,1060,826
"3766",3633,3169.66,2810.43,-359.23,"increase",5980.09,3358,1755,1603
"3767",3785,46.68,34.5,-12.18,"increase",81.18,27,17,10
"3768",3820,6522.53,6755.53,233,"increase",13278.06,4842,2360,2482
"3769",3911,2679.14,2198.17,-480.97,"increase",4877.31,1967,1085,882
"3770",3999,9268.36,14714.39,5446.03,"increase",23982.75,10483,4359,6124
"3771",4003,4425.65,4587.49,161.84,"increase",9013.14,2504,1235,1269
"3772",4082,5675.53,5190.4,-485.13,"increase",10865.93,3550,1804,1746
"3773",4101,286.75,13.99,-272.76,"increase",300.74,119,116,3
"3774",4571,7982.68,5584.84,-2397.84,"increase",13567.52,5471,3280,2191
"3775",4679,0,24.27,24.27,"increase",24.27,9,0,9
"3776",4768,6738.4,7094.22,355.82,"increase",13832.62,4727,2206,2521
"3777",4774,2600.94,2209.98,-390.96,"increase",4810.92,1520,829,691
"3778",4798,4952.79,2572.39,-2380.4,"increase",7525.18,2357,1661,696
"3779",55,5046.14,5394.28,348.139999999999,"increase",10440.42,3268,1572,1696
"3780",64,2.29,0,-2.29,"increase",2.29,1,1,0
"3781",199,104.54,0,-104.54,"increase",104.54,39,39,0
"3782",247,172.97,0,-172.97,"increase",172.97,98,98,0
"3783",349,8983.04,8167.57,-815.470000000001,"increase",17150.61,7318,3869,3449
"3784",583,6302.64,6979.34,676.7,"increase",13281.98,3651,1772,1879
"3785",642,17.93,0,-17.93,"increase",17.93,7,7,0
"3786",892,3273.2,3438.26,165.06,"increase",6711.46,2834,1408,1426
"3787",948,554.43,314.91,-239.52,"increase",869.34,302,197,105
"3788",997,10757.18,11147.49,390.309999999999,"increase",21904.67,8827,4480,4347
"3789",1111,0,20.74,20.74,"increase",20.74,7,0,7
"3790",1197,6952.56,6952.73,0.170000000000073,"increase",13905.29,5201,2622,2579
"3791",1418,7896.64,7621.06,-275.58,"increase",15517.7,3915,2021,1894
"3792",1453,4298.6,5124.86,826.259999999999,"increase",9423.46,2766,1290,1476
"3793",1912,10731.57,9305.35,-1426.22,"increase",20036.92,6375,3411,2964
"3794",2043,1601.9,1856.35,254.45,"increase",3458.25,748,358,390
"3795",2143,4882.81,9332.56,4449.75,"increase",14215.37,4988,1455,3533
"3796",2158,1753.89,3907.48,2153.59,"increase",5661.37,2136,633,1503
"3797",2193,105.07,0,-105.07,"increase",105.07,8,8,0
"3798",2570,3286.16,3812.84,526.68,"increase",7099,3828,1936,1892
"3799",2593,4831.76,6146.31,1314.55,"increase",10978.07,3419,1529,1890
"3800",2686,3834.39,4253.51,419.12,"increase",8087.9,2602,1229,1373
"3801",2771,7298.82,8619.09,1320.27,"increase",15917.91,4213,1890,2323
"3802",2865,2298.88,2648.73,349.85,"increase",4947.61,1917,920,997
"3803",2907,3516.72,2230.98,-1285.74,"increase",5747.7,2247,1352,895
"3804",2912,5537.22,3140.19,-2397.03,"increase",8677.41,2578,1604,974
"3805",3063,2629.59,1909.09,-720.5,"increase",4538.68,1950,1180,770
"3806",3198,6211.66,5822.46,-389.2,"increase",12034.12,4499,2136,2363
"3807",3255,8726.62,8409.97,-316.650000000001,"increase",17136.59,5244,2653,2591
"3808",3277,7.48,0,-7.48,"increase",7.48,2,2,0
"3809",3496,5108.63,4129.98,-978.65,"increase",9238.61,3702,2015,1687
"3810",3732,7897.31,3264.48,-4632.83,"increase",11161.79,3565,2419,1146
"3811",3737,6842.86,6028.75,-814.11,"increase",12871.61,3686,2098,1588
"3812",3805,2672.7,2074.96,-597.74,"increase",4747.66,1615,912,703
"3813",3935,2219.38,1366.38,-853,"increase",3585.76,1458,936,522
"3814",3974,310.58,295.34,-15.24,"increase",605.92,188,108,80
"3815",4030,2990.23,3989.63,999.4,"increase",6979.86,2820,1177,1643
"3816",4104,209.78,0,-209.78,"increase",209.78,78,78,0
"3817",4123,5063.11,6158.06,1094.95,"increase",11221.17,3601,1763,1838
"3818",4187,9025.68,7859.29,-1166.39,"increase",16884.97,4939,2600,2339
"3819",4260,5011.74,2879.87,-2131.87,"increase",7891.61,2986,1853,1133
"3820",4631,4006.36,3690.14,-316.22,"increase",7696.5,3533,1787,1746
"3821",4901,25.98,0,-25.98,"increase",25.98,2,2,0
"3822",15,53.36,0,-53.36,"increase",53.36,31,31,0
"3823",56,6.88,3.85,-3.03,"increase",10.73,6,3,3
"3824",97,25.98,24.8,-1.18,"increase",50.78,13,2,11
"3825",362,0,625.2,625.2,"increase",625.2,218,0,218
"3826",404,1127.05,1168.19,41.1400000000001,"increase",2295.24,542,245,297
"3827",636,985.34,49.37,-935.97,"increase",1034.71,505,490,15
"3828",668,7837.81,7617.71,-220.1,"increase",15455.52,6061,3114,2947
"3829",860,2331.89,2581.35,249.46,"increase",4913.24,1467,751,716
"3830",961,2869.63,3487.07,617.44,"increase",6356.7,2122,1024,1098
"3831",1113,11.53,116.09,104.56,"increase",127.62,61,6,55
"3832",1370,4872.29,5400.46,528.17,"increase",10272.75,3449,1657,1792
"3833",1542,0,3.56,3.56,"increase",3.56,4,0,4
"3834",1562,0,33.35,33.35,"increase",33.35,12,0,12
"3835",2071,6430.55,6754.28,323.73,"increase",13184.83,3657,1879,1778
"3836",2122,1447.77,1803.32,355.55,"increase",3251.09,1069,496,573
"3837",2223,11353.45,13763.83,2410.38,"increase",25117.28,6549,2944,3605
"3838",2518,4883.04,5387.44,504.400000000001,"increase",10270.48,3871,1899,1972
"3839",2547,7962.83,7469.37,-493.46,"increase",15432.2,4798,2462,2336
"3840",2584,3551.5,3814.25,262.75,"increase",7365.75,2937,1495,1442
"3841",2651,2147.96,1977.54,-170.42,"increase",4125.5,2154,1119,1035
"3842",2788,8611.7,9456.38,844.68,"increase",18068.08,5395,2609,2786
"3843",3045,12410.31,15520.93,3110.62,"increase",27931.24,8349,3880,4469
"3844",3150,6398.21,6175.02,-223.19,"increase",12573.23,3776,1985,1791
"3845",3324,8346.92,6061.78,-2285.14,"increase",14408.7,4070,2409,1661
"3846",3489,6416.07,7098.68,682.610000000001,"increase",13514.75,4991,2477,2514
"3847",3521,2538.13,1544.92,-993.21,"increase",4083.05,1317,820,497
"3848",3625,5472.35,4461.15,-1011.2,"increase",9933.5,3204,1768,1436
"3849",3679,6739.68,7166.19,426.51,"increase",13905.87,4946,2528,2418
"3850",3690,34.67,149.75,115.08,"increase",184.42,74,8,66
"3851",3748,6047.58,3843.28,-2204.3,"increase",9890.86,3487,2145,1342
"3852",3922,9215.94,9017.39,-198.550000000001,"increase",18233.33,5421,2738,2683
"3853",4079,4679.61,3671.73,-1007.88,"increase",8351.34,2613,1526,1087
"3854",4237,3438.54,5608.73,2170.19,"increase",9047.27,4656,1805,2851
"3855",4503,61.31,8.62,-52.69,"increase",69.93,27,21,6
"3856",4626,28.97,7.97,-21,"increase",36.94,6,3,3
"3857",4653,6125.51,5546.39,-579.12,"increase",11671.9,4158,2205,1953
"3858",4700,2141.96,2142.3,0.340000000000146,"increase",4284.26,918,518,400
"3859",187,9253.48,10077.12,823.640000000001,"increase",19330.6,4845,2470,2375
"3860",190,12784.85,9540.39,-3244.46,"increase",22325.24,6520,3982,2538
"3861",228,0,45.36,45.36,"increase",45.36,18,0,18
"3862",248,5.78,0,-5.78,"increase",5.78,2,2,0
"3863",519,3699.21,4409.72,710.51,"increase",8108.93,2915,1269,1646
"3864",521,1442.74,1019.59,-423.15,"increase",2462.33,1355,813,542
"3865",599,6145.24,8213.87,2068.63,"increase",14359.11,4898,2159,2739
"3866",821,2084.67,2942.95,858.28,"increase",5027.62,2013,861,1152
"3867",834,2658.57,1700.49,-958.08,"increase",4359.06,1320,786,534
"3868",1124,0,37.47,37.47,"increase",37.47,20,0,20
"3869",1127,74.59,19.99,-54.6,"increase",94.58,41,33,8
"3870",1134,0,308.86,308.86,"increase",308.86,97,0,97
"3871",1164,7430.17,6357.43,-1072.74,"increase",13787.6,4154,2328,1826
"3872",1331,3317.41,4003.24,685.83,"increase",7320.65,2670,1292,1378
"3873",1401,6764.06,6434.44,-329.620000000001,"increase",13198.5,5354,2708,2646
"3874",1738,11043.86,9180.17,-1863.69,"increase",20224.03,5620,2948,2672
"3875",1889,1818.75,2927.96,1109.21,"increase",4746.71,1614,621,993
"3876",2127,6972.44,8881.83,1909.39,"increase",15854.27,5350,2559,2791
"3877",2131,5253.75,4475.29,-778.46,"increase",9729.04,4628,2310,2318
"3878",2450,58.96,0,-58.96,"increase",58.96,9,9,0
"3879",2462,0,40.2,40.2,"increase",40.2,10,0,10
"3880",2600,5083.7,4600.03,-483.67,"increase",9683.73,2647,1290,1357
"3881",2644,8197.22,6710.52,-1486.7,"increase",14907.74,3727,1981,1746
"3882",2775,29154.17,27270.2,-1883.97,"increase",56424.37,14721,7963,6758
"3883",2871,4706.56,5183.63,477.07,"increase",9890.19,3028,1435,1593
"3884",2949,7428.54,6206.45,-1222.09,"increase",13634.99,4751,2543,2208
"3885",3183,5173.56,5302.97,129.41,"increase",10476.53,3492,1680,1812
"3886",3249,0,1270.76,1270.76,"increase",1270.76,592,0,592
"3887",3684,48.25,1.69,-46.56,"increase",49.94,9,7,2
"3888",3861,0,47.23,47.23,"increase",47.23,19,0,19
"3889",3987,7563.64,8331.79,768.150000000001,"increase",15895.43,5778,2737,3041
"3890",4106,20.47,9.93,-10.54,"increase",30.4,7,4,3
"3891",225,33.1,0,-33.1,"increase",33.1,17,17,0
"3892",411,12.92,0,-12.92,"increase",12.92,5,5,0
"3893",595,3449.97,4656.87,1206.9,"increase",8106.84,2599,1122,1477
"3894",627,1100.71,2040.81,940.1,"increase",3141.52,1062,352,710
"3895",675,2133.44,1483.74,-649.7,"increase",3617.18,1593,918,675
"3896",682,7790.16,7909.84,119.68,"increase",15700,4844,2472,2372
"3897",743,3715.12,2997.61,-717.51,"increase",6712.73,4092,2158,1934
"3898",806,2527.34,2917.78,390.44,"increase",5445.12,2498,1208,1290
"3899",871,1952.8,1525.85,-426.95,"increase",3478.65,2152,1143,1009
"3900",956,4789.71,3819.56,-970.15,"increase",8609.27,2608,1442,1166
"3901",974,2378.28,2661.53,283.25,"increase",5039.81,1385,632,753
"3902",1433,1107.16,1141.91,34.75,"increase",2249.07,876,436,440
"3903",1636,3811.08,2631.16,-1179.92,"increase",6442.24,2159,1300,859
"3904",2170,8895.68,8684.76,-210.92,"increase",17580.44,5405,2703,2702
"3905",2249,3367.32,2580.88,-786.44,"increase",5948.2,2623,1456,1167
"3906",3164,6937.5,5781.93,-1155.57,"increase",12719.43,3707,1927,1780
"3907",3716,0,5,5,"increase",5,4,0,4
"3908",4126,5006.79,2414.29,-2592.5,"increase",7421.08,3331,2216,1115
"3909",4292,3237.86,3471.43,233.57,"increase",6709.29,3319,1622,1697
"3910",4488,884.5,2029,1144.5,"increase",2913.5,975,290,685
"3911",1,1990.61,2123.33,132.72,"increase",4113.94,1782,843,939
"3912",220,24.98,0,-24.98,"increase",24.98,6,6,0
"3913",381,296.41,174.62,-121.79,"increase",471.03,148,99,49
"3914",433,3,0,-3,"increase",3,2,2,0
"3915",755,6454.74,6813.28,358.54,"increase",13268.02,3836,1965,1871
"3916",1012,9847.72,9362.33,-485.389999999999,"increase",19210.05,5331,2694,2637
"3917",1187,9020.74,9217.73,196.99,"increase",18238.47,5014,2544,2470
"3918",1212,7599.02,8064.99,465.969999999999,"increase",15664.01,4618,2297,2321
"3919",1297,0,3.79,3.79,"increase",3.79,3,0,3
"3920",1404,7662.44,7967.52,305.08,"increase",15629.96,5259,2646,2613
"3921",1454,6289.34,8068.69,1779.35,"increase",14358.03,4800,2187,2613
"3922",1661,2234.36,3723.3,1488.94,"increase",5957.66,2053,614,1439
"3923",1692,92.02,0,-92.02,"increase",92.02,30,30,0
"3924",1721,23.15,0,-23.15,"increase",23.15,9,9,0
"3925",1742,4.79,0,-4.79,"increase",4.79,1,1,0
"3926",1802,0,54.53,54.53,"increase",54.53,22,0,22
"3927",2165,257.58,172.02,-85.56,"increase",429.6,77,42,35
"3928",2187,2530.83,2635.51,104.68,"increase",5166.34,1435,666,769
"3929",2207,7799.53,10039.02,2239.49,"increase",17838.55,5273,2319,2954
"3930",2417,0,254.15,254.15,"increase",254.15,78,0,78
"3931",2430,7388.47,6914.64,-473.83,"increase",14303.11,4763,2544,2219
"3932",2490,104.39,0,-104.39,"increase",104.39,35,35,0
"3933",2722,2574.77,1861.63,-713.14,"increase",4436.4,1581,920,661
"3934",2784,6534.61,3102.71,-3431.9,"increase",9637.32,1736,1151,585
"3935",2805,4192.76,4994.83,802.07,"increase",9187.59,2386,1117,1269
"3936",2897,1912.37,1205.84,-706.53,"increase",3118.21,860,513,347
"3937",2945,23.26,0,-23.26,"increase",23.26,6,6,0
"3938",3014,11242.49,11717.95,475.460000000001,"increase",22960.44,7786,3881,3905
"3939",3024,5359.65,4618.08,-741.570000000001,"increase",9977.73,3846,2166,1680
"3940",3049,7.87,30.96,23.09,"increase",38.83,18,3,15
"3941",3228,0,19.75,19.75,"increase",19.75,9,0,9
"3942",3290,9954.39,7273.99,-2680.4,"increase",17228.38,4958,2643,2315
"3943",3332,4593.01,4241.71,-351.3,"increase",8834.72,3764,1963,1801
"3944",3333,6287.54,6069.44,-218.099999999999,"increase",12356.98,4104,2171,1933
"3945",3423,10214.07,9317.62,-896.449999999999,"increase",19531.69,5042,2679,2363
"3946",3601,160.94,0,-160.94,"increase",160.94,73,73,0
"3947",3802,5174,4996.35,-177.65,"increase",10170.35,4033,2064,1969
"3948",3989,11562.77,8630.77,-2932,"increase",20193.54,5261,3096,2165
"3949",4266,6194.92,7914,1719.08,"increase",14108.92,4539,2005,2534
"3950",4868,0,5.99,5.99,"increase",5.99,1,0,1
"3951",40,1202.96,0,-1202.96,"increase",1202.96,392,392,0
"3952",175,6527.53,7595.92,1068.39,"increase",14123.45,6020,2763,3257
"3953",193,4424.79,3787.55,-637.24,"increase",8212.34,2169,1110,1059
"3954",291,45.65,1325.85,1280.2,"increase",1371.5,372,19,353
"3955",407,8.62,9.78,1.16,"increase",18.4,5,3,2
"3956",412,3268.04,3038.18,-229.86,"increase",6306.22,2596,1326,1270
"3957",633,2317.44,1824.82,-492.62,"increase",4142.26,1639,925,714
"3958",656,6095.99,4492.71,-1603.28,"increase",10588.7,3786,2144,1642
"3959",728,2462.43,2965.56,503.13,"increase",5427.99,2396,1045,1351
"3960",738,543.16,453.01,-90.15,"increase",996.17,241,125,116
"3961",778,2784.79,3123.74,338.95,"increase",5908.53,2357,1180,1177
"3962",788,3849.11,3105.53,-743.58,"increase",6954.64,2695,1346,1349
"3963",910,4822.12,3156.4,-1665.72,"increase",7978.52,2527,1528,999
"3964",1189,5125.61,4161.75,-963.86,"increase",9287.36,3678,1976,1702
"3965",1199,5114.59,6438.32,1323.73,"increase",11552.91,4305,1909,2396
"3966",1289,2991.11,2399.9,-591.21,"increase",5391.01,2162,1117,1045
"3967",1292,2521.5,1887.02,-634.48,"increase",4408.52,2107,1051,1056
"3968",1599,6524.67,6826.62,301.95,"increase",13351.29,4189,2123,2066
"3969",1758,10918.29,10687.93,-230.360000000001,"increase",21606.22,6029,3138,2891
"3970",1760,11.75,15.29,3.54,"increase",27.04,13,6,7
"3971",1781,31.84,0,-31.84,"increase",31.84,7,7,0
"3972",1794,4756.31,5360.78,604.469999999999,"increase",10117.09,4349,2184,2165
"3973",1804,13.68,0,-13.68,"increase",13.68,6,6,0
"3974",2138,2996.4,2627.27,-369.13,"increase",5623.67,3028,1587,1441
"3975",2189,6576.14,5703.85,-872.29,"increase",12279.99,4408,2302,2106
"3976",2216,3243.54,3162.15,-81.3899999999999,"increase",6405.69,2817,1469,1348
"3977",2428,33.27,69.11,35.84,"increase",102.38,55,27,28
"3978",2524,8189.96,9892,1702.04,"increase",18081.96,6773,3087,3686
"3979",2681,3205.28,3749.86,544.58,"increase",6955.14,2090,996,1094
"3980",2752,3284.92,3826.26,541.34,"increase",7111.18,2619,1319,1300
"3981",2920,3153.99,2785.8,-368.19,"increase",5939.79,2566,1322,1244
"3982",2928,1792.93,2459.06,666.13,"increase",4251.99,1913,827,1086
"3983",2961,9118.48,8661.92,-456.559999999999,"increase",17780.4,7516,3781,3735
"3984",3044,560.79,367.08,-193.71,"increase",927.87,395,211,184
"3985",3074,32.86,0,-32.86,"increase",32.86,21,21,0
"3986",3188,0,70.97,70.97,"increase",70.97,24,0,24
"3987",3220,0,2.99,2.99,"increase",2.99,1,0,1
"3988",3398,2801.9,3096.29,294.39,"increase",5898.19,2067,1043,1024
"3989",3587,6576.48,6530.46,-46.0200000000004,"increase",13106.94,5480,2787,2693
"3990",3646,6199.64,6508.15,308.509999999999,"increase",12707.79,5080,2511,2569
"3991",3654,6683.91,7861.24,1177.33,"increase",14545.15,4698,2246,2452
"3992",3715,5868.98,8132.41,2263.43,"increase",14001.39,4853,2075,2778
"3993",3828,127.07,203.11,76.04,"increase",330.18,109,44,65
"3994",3918,2195.14,2012.79,-182.35,"increase",4207.93,1876,990,886
"3995",4429,5287.32,4394.12,-893.2,"increase",9681.44,1825,986,839
"3996",4452,2843.91,2746.34,-97.5699999999997,"increase",5590.25,3358,1640,1718
"3997",4564,6922.64,6699.26,-223.38,"increase",13621.9,6112,3162,2950
"3998",34,2382.98,3608.22,1225.24,"increase",5991.2,1869,739,1130
"3999",66,2436.92,2645.05,208.13,"increase",5081.97,1801,866,935
"4000",67,0,19.25,19.25,"increase",19.25,4,0,4
"4001",102,0,99,99,"increase",99,31,0,31
"4002",290,98.27,0,-98.27,"increase",98.27,29,29,0
"4003",315,5362.69,5220.15,-142.54,"increase",10582.84,3976,1985,1991
"4004",773,6415.85,6002.95,-412.900000000001,"increase",12418.8,3451,1945,1506
"4005",785,1824,1918.58,94.5799999999999,"increase",3742.58,2063,1005,1058
"4006",853,2445.23,2624.69,179.46,"increase",5069.92,1802,877,925
"4007",1002,2653.7,3078.74,425.04,"increase",5732.44,2830,1386,1444
"4008",1019,3528.44,3031.67,-496.77,"increase",6560.11,2154,1157,997
"4009",1028,4059.87,6544.93,2485.06,"increase",10604.8,3372,1277,2095
"4010",1163,3431.49,3892.19,460.7,"increase",7323.68,2381,1103,1278
"4011",1319,0,137.53,137.53,"increase",137.53,46,0,46
"4012",1447,3015.23,3122.16,106.93,"increase",6137.39,2693,1385,1308
"4013",1564,0,490.52,490.52,"increase",490.52,104,0,104
"4014",1837,92.66,52.01,-40.65,"increase",144.67,48,29,19
"4015",1887,6347.52,6255.38,-92.1400000000003,"increase",12602.9,5180,2622,2558
"4016",1945,7083.11,5849.26,-1233.85,"increase",12932.37,4455,2263,2192
"4017",2303,6950.87,6898.66,-52.21,"increase",13849.53,5178,2593,2585
"4018",2306,1159.22,191.53,-967.69,"increase",1350.75,385,340,45
"4019",2393,0,8.27,8.27,"increase",8.27,3,0,3
"4020",2529,0,17.03,17.03,"increase",17.03,11,0,11
"4021",2535,9798.95,9466.17,-332.780000000001,"increase",19265.12,6625,3264,3361
"4022",2767,6394.33,6870.82,476.49,"increase",13265.15,3996,1894,2102
"4023",2773,6898.99,7685.04,786.05,"increase",14584.03,3486,1663,1823
"4024",2862,5771.11,6620.86,849.75,"increase",12391.97,3748,1631,2117
"4025",2896,5956.96,5083.38,-873.58,"increase",11040.34,4118,2130,1988
"4026",2938,5101.66,4859.55,-242.11,"increase",9961.21,3543,1801,1742
"4027",3026,12461.2,8796.64,-3664.56,"increase",21257.84,6663,3973,2690
"4028",3075,7420.08,6085.77,-1334.31,"increase",13505.85,7524,4080,3444
"4029",3081,47.6,0,-47.6,"increase",47.6,20,20,0
"4030",3159,10814,11025.27,211.27,"increase",21839.27,8682,4495,4187
"4031",3444,246.93,210.89,-36.04,"increase",457.82,133,71,62
"4032",3459,2477.36,2443.78,-33.5799999999999,"increase",4921.14,1632,822,810
"4033",3705,2016.11,1856.93,-159.18,"increase",3873.04,1316,668,648
"4034",3742,200.25,192.82,-7.43000000000001,"increase",393.07,145,77,68
"4035",3764,2526.59,2161.35,-365.24,"increase",4687.94,1721,935,786
"4036",3980,135.67,93.49,-42.18,"increase",229.16,86,53,33
"4037",4016,1365.06,1159.95,-205.11,"increase",2525.01,1027,556,471
"4038",4022,4876.75,4222.18,-654.57,"increase",9098.93,3892,2140,1752
"4039",4043,28.75,0,-28.75,"increase",28.75,5,5,0
"4040",4137,4362.71,3915.39,-447.32,"increase",8278.1,2814,1520,1294
"4041",4138,2878.3,4037.74,1159.44,"increase",6916.04,2349,985,1364
"4042",4215,97.97,134.64,36.67,"increase",232.61,63,34,29
"4043",4395,5277.64,5366.77,89.1300000000001,"increase",10644.41,3627,1800,1827
"4044",4663,6285.96,5660.9,-625.06,"increase",11946.86,3907,1927,1980
"4045",4849,3614.28,4247.49,633.21,"increase",7861.77,3251,1643,1608
"4046",4885,5802.28,5073.54,-728.74,"increase",10875.82,3474,1844,1630
"4047",30,38.67,58.09,19.42,"increase",96.76,25,3,22
"4048",222,0,95.61,95.61,"increase",95.61,23,0,23
"4049",233,5752.59,4791.36,-961.23,"increase",10543.95,4229,2322,1907
"4050",244,0,34.58,34.58,"increase",34.58,10,0,10
"4051",340,469.14,0,-469.14,"increase",469.14,135,135,0
"4052",453,7169.01,6273.37,-895.64,"increase",13442.38,5471,2945,2526
"4053",731,6397.06,5512.12,-884.940000000001,"increase",11909.18,3512,1907,1605
"4054",741,1666.64,1891.91,225.27,"increase",3558.55,1278,613,665
"4055",916,2506.17,2904.98,398.81,"increase",5411.15,2225,1129,1096
"4056",1104,0,8.99,8.99,"increase",8.99,2,0,2
"4057",1143,2957.16,1590.01,-1367.15,"increase",4547.17,1515,943,572
"4058",1157,7.29,0,-7.29,"increase",7.29,1,1,0
"4059",1260,4022.78,2590.16,-1432.62,"increase",6612.94,2753,1680,1073
"4060",1273,4700.37,4840.73,140.360000000001,"increase",9541.1,3619,1787,1832
"4061",1544,0,16.86,16.86,"increase",16.86,5,0,5
"4062",1566,2299.98,2450.46,150.48,"increase",4750.44,1766,874,892
"4063",1583,5501.89,5479.86,-22.0300000000007,"increase",10981.75,2743,1400,1343
"4064",1668,5057.95,5140.33,82.3800000000001,"increase",10198.28,3606,1718,1888
"4065",1815,4336.95,3348.58,-988.37,"increase",7685.53,3971,2188,1783
"4066",1921,0,23.46,23.46,"increase",23.46,15,0,15
"4067",2209,4633.47,5535.64,902.17,"increase",10169.11,4023,1894,2129
"4068",2225,1.69,6.79,5.1,"increase",8.48,3,1,2
"4069",2256,3210.62,3907.52,696.9,"increase",7118.14,3231,1582,1649
"4070",2460,131.13,22.15,-108.98,"increase",153.28,43,40,3
"4071",2477,770.21,113.73,-656.48,"increase",883.94,296,259,37
"4072",2645,3872.63,3936.36,63.73,"increase",7808.99,3014,1502,1512
"4073",2714,7529.23,7400.26,-128.97,"increase",14929.49,5670,2901,2769
"4074",2769,3107.8,3242.54,134.74,"increase",6350.34,2437,1236,1201
"4075",2852,3351.18,2521.61,-829.57,"increase",5872.79,1937,1128,809
"4076",2858,7366.04,7592.88,226.84,"increase",14958.92,4548,2357,2191
"4077",2977,3315.06,3858.68,543.62,"increase",7173.74,2410,1207,1203
"4078",3082,61.4,0,-61.4,"increase",61.4,10,10,0
"4079",3098,5611.89,3154.68,-2457.21,"increase",8766.57,2283,1439,844
"4080",3160,148.63,27.02,-121.61,"increase",175.65,37,33,4
"4081",3199,4984.49,5955.55,971.06,"increase",10940.04,2995,1440,1555
"4082",3303,2923.75,1996.37,-927.38,"increase",4920.12,2214,1209,1005
"4083",3321,2917.3,3358.91,441.61,"increase",6276.21,2030,977,1053
"4084",3548,3340.24,3709.61,369.37,"increase",7049.85,2310,1144,1166
"4085",3554,5412.59,5380.71,-31.8800000000001,"increase",10793.3,4243,2178,2065
"4086",3578,6304.24,6032.51,-271.73,"increase",12336.75,4274,2149,2125
"4087",3644,7.49,0,-7.49,"increase",7.49,1,1,0
"4088",3668,5855.85,6356.35,500.5,"increase",12212.2,5128,2352,2776
"4089",3790,4292.89,5071.2,778.309999999999,"increase",9364.09,3688,1702,1986
"4090",3919,9.99,21.4,11.41,"increase",31.39,12,1,11
"4091",4049,105.56,5.78,-99.78,"increase",111.34,41,39,2
"4092",4088,2791.33,3492.2,700.87,"increase",6283.53,1919,854,1065
"4093",4226,2002.46,1470,-532.46,"increase",3472.46,1547,939,608
"4094",7,6386.17,7072.06,685.89,"increase",13458.23,4311,2232,2079
"4095",204,16839.19,16026.98,-812.209999999999,"increase",32866.17,8560,4398,4162
"4096",271,0,125.74,125.74,"increase",125.74,29,0,29
"4097",297,117.78,5.05,-112.73,"increase",122.83,45,39,6
"4098",331,5552.2,5638.98,86.7800000000007,"increase",11191.18,3574,1703,1871
"4099",425,15826.04,13583.57,-2242.47,"increase",29409.61,8732,4752,3980
"4100",477,4779.63,4298.63,-481,"increase",9078.26,4595,2301,2294
"4101",513,9915.59,9208.49,-707.1,"increase",19124.08,6362,3375,2987
"4102",618,1582.6,1306.35,-276.25,"increase",2888.95,1135,625,510
"4103",726,2567.52,2800.61,233.09,"increase",5368.13,2039,971,1068
"4104",804,15289.82,13398.36,-1891.46,"increase",28688.18,8418,4548,3870
"4105",820,1688.96,2168.26,479.3,"increase",3857.22,1606,743,863
"4106",1043,7359.79,5644.4,-1715.39,"increase",13004.19,4996,2902,2094
"4107",1170,14483.73,16789.48,2305.75,"increase",31273.21,10232,4887,5345
"4108",1194,5535.23,5908.66,373.429999999999,"increase",11443.89,4255,2024,2231
"4109",1508,8088.09,8321.77,233.68,"increase",16409.86,7016,3392,3624
"4110",1510,8200.44,7853.06,-347.38,"increase",16053.5,5894,3046,2848
"4111",1555,191.1,63.96,-127.14,"increase",255.06,102,80,22
"4112",1582,1583.17,823.54,-759.63,"increase",2406.71,796,549,247
"4113",1597,97.61,149.38,51.77,"increase",246.99,39,7,32
